UKPRN,ProviderName,ProviderType,Breakdown_code,Breakdown,Completions_2014,Completions_2015,Sustained_Employment_Rate_2014,Sustained_Employment_Rate_2015,Sustained_Learning_Rate_2014,Sustained_Learning_Rate_2015,Sustained_Positive_Destination_Rate_2014,Sustained_Positive_Destination_Rate_2015,Learning_Rate_2014,Learning_Rate_2015,Positive_Destination_Rate_2014,Positive_Destination_Rate_2015,Benefit_Learners_Completions_2014,Benefit_Learners_Completions_2015,Benefit_Learners_Sustained_Employment_Rate_2014,Benefit_Learners_Sustained_Employment_Rate_2015
10007212,VARNDEAN COLLEGE,Other,Provision,Skills,350,300,65,55,38,44,82,79,53,55,88,84,40,30,53,x
10007212,VARNDEAN COLLEGE,Other,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007212,VARNDEAN COLLEGE,Other,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007212,VARNDEAN COLLEGE,Other,Level,Full Level 3,50,40,73,58,69,56,96,91,76,63,98,91,x,x,x,x
10007212,VARNDEAN COLLEGE,Other,Level,Level 3 - Other,20,20,x,x,26,x,84,84,32,16,89,84,x,x,x,x
10007212,VARNDEAN COLLEGE,Other,Level,Full Level 2,110,140,71,60,31,41,80,82,44,54,82,85,x,10,x,x
10007212,VARNDEAN COLLEGE,Other,Level,Level 2 - Other,10,x,x,x,55,x,73,x,55,x,73,x,x,.,x,.
10007212,VARNDEAN COLLEGE,Other,Level,Below level 2 (excl. Traineeships),160,100,61,41,34,50,80,70,53,62,89,80,20,10,x,x
10007212,VARNDEAN COLLEGE,Other,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007212,VARNDEAN COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,50,60,53,37,37,52,73,77,61,60,88,80,x,10,x,x
10007212,VARNDEAN COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,300,240,67,59,39,42,84,80,51,54,88,84,30,20,x,x
10007212,VARNDEAN COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,All,All,110,150,79,69,53,35,92,77,60,48,93,83,x,x,x,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Gender,Female,100,130,79,68,55,35,93,77,62,48,94,83,x,x,x,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Gender,Male,x,10,x,x,x,42,x,83,x,50,x,92,.,x,.,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Age,Under 19,50,60,69,67,80,57,90,83,82,71,90,94,.,.,.,.
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Age,19 - 24,60,70,88,72,30,18,93,75,40,32,95,78,x,x,x,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Age,25 - 49,x,20,x,x,x,19,x,63,x,19,x,63,.,x,.,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Age,50+,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Provision,Skills,10,20,x,x,27,27,91,64,45,32,91,64,.,x,.,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Provision,Apprenticeship,100,120,77,70,56,37,92,80,62,51,93,87,x,x,x,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Level,Full Level 3,50,70,92,69,27,11,94,69,35,17,94,72,.,x,.,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Level,Full Level 2,60,70,67,67,77,55,89,84,82,73,91,93,x,x,x,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Level,Level 2 - Other,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,20,30,x,x,47,45,80,83,47,62,80,93,.,x,.,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,90,120,82,71,54,33,94,76,62,45,95,82,x,x,x,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,All,All,80,30,59,x,13,10,65,79,44,24,77,79,x,.,x,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Gender,Female,80,30,58,x,13,10,65,79,44,24,77,79,x,.,x,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Gender,Male,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Age,Under 19,30,x,x,x,20,x,53,x,60,x,80,x,x,.,x,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Age,19 - 24,50,20,70,x,9,14,72,82,34,23,74,82,x,.,x,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Age,25 - 49,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Age,50+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Provision,Skills,30,.,x,.,x,.,65,.,71,.,84,.,x,.,x,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Provision,Apprenticeship,50,30,60,x,17,10,66,79,26,24,72,79,x,.,x,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Level,Full Level 3,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Level,Full Level 2,40,20,59,x,15,x,64,84,26,26,72,84,x,.,x,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Level,Level 2 - Other,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Level,Traineeships,30,.,x,.,x,.,64,.,88,.,88,.,x,.,x,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,80,30,57,x,12,10,64,79,44,24,76,79,x,.,x,.
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,All,All,3160,2610,58,59,23,24,67,69,38,38,75,75,1580,1060,46,49
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Gender,Female,1640,1390,60,61,24,24,69,70,38,37,76,76,700,460,46,49
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Gender,Male,1520,1220,56,58,21,24,64,67,37,38,73,74,880,610,47,49
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Age,Under 19,40,60,90,87,50,53,100,91,63,60,100,91,.,.,.,.
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Age,19 - 24,1130,990,58,58,33,34,71,73,46,48,78,79,420,330,48,47
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Age,25 - 49,1630,1310,59,61,18,18,66,67,34,32,74,74,870,570,47,50
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Age,50+,360,250,49,51,8,10,53,56,26,21,65,61,290,170,43,50
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Provision,Skills,2940,2430,56,58,22,24,65,67,38,38,73,74,1570,1050,46,49
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Provision,Apprenticeship,230,180,85,83,26,31,90,87,38,36,91,87,x,x,x,x
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Level,Level 4+,x,10,x,x,x,57,x,86,x,57,x,86,x,.,x,.
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Level,Full Level 3,550,440,68,69,38,42,82,85,47,48,85,87,40,40,51,69
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Level,Level 3 - Other,90,40,75,64,13,26,79,72,27,36,85,72,20,x,x,x
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Level,Full Level 2,770,700,70,67,32,28,80,76,46,41,85,81,220,220,60,56
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Level,Level 2 - Other,240,270,68,72,31,31,78,78,47,45,85,83,110,90,57,59
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),1510,1150,45,47,12,13,52,55,30,30,64,64,1190,710,42,45
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Level,Traineeships,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,160,310,29,34,38,27,56,55,53,38,68,63,60,140,31,39
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,2800,2050,61,62,22,25,68,70,37,38,76,76,1370,860,48,51
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,210,250,45,72,14,18,53,77,36,30,68,81,140,70,38,51
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,All,All,2550,2100,55,57,24,21,67,67,42,37,76,74,770,480,44,41
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Gender,Female,1740,1490,56,59,26,22,69,69,44,39,78,76,380,250,44,46
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Gender,Male,810,610,54,53,19,18,64,62,36,34,73,68,390,230,44,36
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Age,Under 19,10,20,x,x,x,24,92,94,x,35,92,94,.,.,.,.
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Age,19 - 24,350,270,54,62,21,25,64,71,41,41,75,78,110,80,43,51
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Age,25 - 49,1530,1260,56,57,25,21,69,67,44,36,79,74,450,290,46,44
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Age,50+,660,550,53,54,22,19,64,64,38,38,71,72,210,120,40,29
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Provision,Skills,2470,2050,54,57,24,21,66,66,43,38,76,73,770,480,44,41
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Provision,Apprenticeship,80,60,87,89,9,13,88,91,10,27,88,91,x,x,x,x
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Level,Full Level 3,150,150,81,80,13,15,85,85,26,24,88,86,20,20,x,x
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Level,Level 3 - Other,30,x,x,x,x,x,93,x,29,x,93,x,x,.,x,.
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Level,Full Level 2,500,500,67,69,27,22,78,77,46,39,85,83,80,60,55,58
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Level,Level 2 - Other,340,260,58,64,20,28,68,71,42,40,80,75,100,70,49,42
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),1530,1190,48,48,25,20,61,59,42,38,72,68,570,330,40,37
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,360,270,39,32,30,26,56,49,49,41,70,61,140,90,35,33
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,2130,1800,58,62,22,20,69,70,40,37,77,76,630,390,46,43
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,60,30,60,x,42,26,77,56,53,50,84,65,x,x,x,x
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,All,All,1960,1700,74,69,14,15,78,74,27,25,83,77,550,480,49,47
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Gender,Female,970,890,79,73,19,20,84,80,35,31,88,82,170,140,53,47
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Gender,Male,1000,810,70,65,9,9,73,68,19,18,77,71,380,340,48,47
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Age,Under 19,20,30,x,x,29,22,76,78,29,30,76,78,.,.,.,.
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Age,19 - 24,480,460,70,64,25,25,77,74,39,34,83,77,150,150,50,41
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Age,25 - 49,1200,910,76,72,11,12,80,75,24,21,83,77,310,240,50,50
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Age,50+,260,300,74,70,6,9,74,73,20,21,78,76,90,100,47,47
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Provision,Skills,1830,1520,74,68,14,15,78,74,27,26,82,76,550,480,49,47
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Provision,Apprenticeship,130,180,82,78,15,12,84,81,26,15,86,81,x,x,x,x
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Level,Level 4+,20,x,x,x,x,x,100,x,x,x,100,x,.,x,.,x
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Level,Full Level 3,290,250,75,76,28,25,86,84,36,30,88,84,30,10,x,x
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Level,Level 3 - Other,90,x,83,x,13,x,89,x,29,x,92,x,10,x,x,x
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Level,Full Level 2,920,690,83,75,14,19,86,80,30,31,89,83,130,100,55,41
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Level,Level 2 - Other,210,390,54,61,8,6,57,63,23,17,65,67,170,230,47,52
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),440,360,62,63,9,11,64,69,19,18,72,72,210,140,46,40
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,190,180,52,51,16,22,58,62,30,31,66,68,90,80,38,44
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,1760,1520,77,72,14,14,81,76,27,24,84,78,460,410,51,47
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007315,WALSALL COLLEGE,General FE College incl Tertiary,All,All,4670,4170,72,67,26,26,83,77,46,39,87,81,500,810,56,52
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Gender,Female,2980,2390,72,64,28,28,83,76,50,43,88,80,260,380,58,49
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Gender,Male,1690,1780,72,71,24,24,83,80,37,33,86,83,240,420,54,55
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Age,Under 19,120,140,86,86,28,40,91,94,39,56,91,95,x,x,x,x
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Age,19 - 24,1470,1440,65,62,38,36,84,79,55,50,88,83,190,210,55,49
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Age,25 - 49,2430,2200,74,67,23,22,81,75,43,33,87,79,280,510,56,52
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Age,50+,660,400,81,77,13,9,84,79,33,21,88,82,40,90,55,62
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Provision,Skills,4240,3580,71,64,27,27,82,75,47,40,87,80,480,780,54,51
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Provision,Apprenticeship,420,590,85,86,21,20,89,89,32,30,90,90,20,30,x,x
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Level,Level 4+,x,30,x,x,x,x,x,81,x,x,x,81,x,x,x,x
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Level,Full Level 3,710,680,69,66,35,34,85,82,50,43,89,86,60,50,70,55
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Level,Level 3 - Other,120,20,85,x,25,43,88,78,58,65,92,78,x,x,x,x
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Level,Full Level 2,3020,1960,79,77,21,25,85,83,40,38,89,86,270,240,61,60
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Level,Level 2 - Other,190,440,65,75,41,24,78,81,69,41,85,83,30,50,x,51
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),610,1030,44,46,38,24,69,62,57,37,78,68,140,460,37,48
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Level,Traineeships,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,460,400,46,36,38,40,72,65,55,50,80,70,60,110,43,27
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,4200,3730,75,70,25,25,84,79,44,38,88,82,440,690,58,56
10007315,WALSALL COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,40,x,71,x,12,x,74,x,44,x,82,x,x,x,x
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,All,All,2290,1730,39,36,32,32,64,59,50,45,76,68,750,490,35,37
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Gender,Female,1560,1220,37,33,34,31,64,57,52,45,76,67,400,290,29,34
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Gender,Male,730,510,44,41,28,33,64,66,46,45,75,72,350,210,42,41
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Age,Under 19,20,50,x,26,27,30,67,50,40,46,80,59,x,x,x,x
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Age,19 - 24,370,240,39,43,24,22,55,59,45,39,69,68,180,120,37,42
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Age,25 - 49,1500,1170,39,35,35,33,66,60,52,47,77,69,420,270,36,37
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Age,50+,400,270,41,32,29,32,65,59,46,40,76,64,160,100,30,34
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Provision,Skills,2240,1700,39,35,32,32,63,59,50,45,76,68,750,490,35,37
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Provision,Apprenticeship,40,30,81,x,19,15,88,85,30,27,91,85,x,x,x,x
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Level 4+,20,.,x,.,x,.,85,.,x,.,85,.,x,.,x,.
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Full Level 3,50,20,77,x,13,x,83,78,21,17,87,83,x,x,x,x
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Level 3 - Other,x,10,x,x,x,36,x,82,x,36,x,82,.,.,.,.
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Full Level 2,370,280,63,60,18,20,72,70,31,30,77,76,60,50,52,51
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Level 2 - Other,180,140,48,46,35,28,68,60,56,42,78,67,50,50,35,39
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),1620,1200,31,28,36,36,61,57,55,50,75,67,620,360,32,34
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Traineeships,30,80,x,33,19,19,56,46,44,36,74,56,10,40,x,43
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,440,330,19,16,50,57,65,68,64,63,76,73,130,90,24,24
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,1800,1260,44,41,28,25,64,57,47,41,76,67,610,360,37,40
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,50,140,42,35,29,30,64,59,51,44,80,69,20,40,x,46
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,All,All,110,80,87,84,38,33,92,90,51,58,93,94,x,10,x,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Gender,Female,40,40,88,85,45,38,93,94,48,62,95,97,x,x,x,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Gender,Male,70,50,86,83,34,28,91,87,54,54,91,91,x,x,x,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Age,Under 19,20,x,x,x,63,x,100,x,74,x,100,x,.,.,.,.
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Age,19 - 24,80,60,84,79,35,32,89,87,48,60,91,92,x,10,x,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Age,25 - 49,10,10,x,x,23,31,92,100,38,46,92,100,x,x,x,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Age,50+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Provision,Skills,40,40,88,83,53,44,93,92,73,89,95,97,x,10,x,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Provision,Apprenticeship,70,50,87,84,30,23,91,89,39,32,91,91,x,x,x,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Level,Full Level 3,30,30,x,x,x,13,90,90,10,27,90,90,x,.,x,.
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Level,Level 3 - Other,x,x,x,x,x,x,x,x,x,x,x,x,x,.,x,.
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Level,Full Level 2,50,30,84,x,49,34,91,90,64,62,93,97,x,x,x,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Level,Level 2 - Other,20,x,x,x,71,x,94,x,76,x,94,x,.,x,.,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),x,10,x,x,x,64,x,91,x,91,x,91,.,x,.,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,100,80,87,83,40,33,92,90,52,59,93,94,x,10,x,x
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007321,WALTHAM FOREST COLLEGE,General FE College incl Tertiary,All,All,4510,3560,53,54,24,24,67,67,39,36,75,73,1470,950,44,43
10007321,WALTHAM FOREST COLLEGE,General FE College incl Tertiary,Gender,Female,2600,2250,48,51,29,27,66,67,45,39,74,73,740,480,41,40
10007321,WALTHAM FOREST COLLEGE,General FE College incl Tertiary,Gender,Male,1910,1310,61,59,17,19,69,69,31,30,76,73,730,460,47,46
10007321,WALTHAM FOREST COLLEGE,General FE College incl Tertiary,Age,Under 19,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
